"Farm","Date","Treatment","Cycle","Ele.present","Proximity.m.","Cropdamaged","Area.m2."
2,"1/17/26","Crickets",2,"Yes",50,"No",0
2,"1/18/26","Crickets",2,"No",NA,"No",0
2,"1/19/26","Crickets",2,"Yes",40,"No",0
2,"1/20/26","Crickets",2,"No",NA,"No",0
2,"1/21/26","Crickets",2,"Yes",1,"Yes",25
2,"1/22/26","Crickets",2,"Yes",1,"No",0
2,"1/23/26","Crickets",2,"No",NA,"No",0
2,"1/24/26","Crickets",2,"Yes",100,"No",0
2,"1/25/26","Crickets",2,"Yes",50,"No",0
3,"9/22/25","Humans",1,"No",NA,"No",0
3,"9/23/25","Humans",1,"No",NA,"No",0
3,"9/24/25","Humans",1,"Yes",200,"No",0
3,"9/25/25","Humans",1,"No",NA,"No",0
3,"9/26/25","Humans",1,"No",NA,"No",0
3,"9/27/25","Humans",1,"No",NA,"No",0
3,"9/28/25","Humans",1,"No",NA,"No",0
3,"9/29/25","Humans",1,"No",NA,"No",0
3,"9/30/25","Humans",1,"No",NA,"No",0
3,"10/1/25","Humans",1,"No",NA,"No",0
3,"10/2/25","Humans",1,"No",NA,"No",0
3,"10/3/25","Humans",1,"No",NA,"No",0
3,"10/4/25","Humans",1,"Yes",100,"No",0
3,"10/5/25","Humans",1,"No",NA,"No",0
3,"10/6/25","Humans",1,"No",NA,"No",0
3,"10/7/25","Humans",1,"No",NA,"No",0
3,"10/8/25","Humans",1,"Yes",NA,"No",0
3,"10/9/25","Humans",1,"No",NA,"No",0
3,"10/10/25","Humans",1,"No",NA,"No",0
3,"10/11/25","Humans",1,"No",NA,"No",0
3,"10/12/25","Humans",1,"No",NA,"No",0
3,"10/13/25","Humans",1,"No",NA,"No",0
3,"10/14/25","Humans",1,"Yes",100,"No",0
3,"10/15/25","Humans",1,"No",NA,"No",0
3,"10/16/25","Humans",1,"No",NA,"No",0
3,"10/17/25","Humans",1,"No",NA,"No",0
3,"10/18/25","Humans",1,"No",NA,"No",0
3,"10/19/25","Humans",1,"No",NA,"No",0
3,"10/20/25","Humans",1,"No",NA,"No",0
3,"10/30/25","Crickets",1,"No",NA,"No",0
3,"10/31/25","Crickets",1,"No",NA,"No",0
3,"11/1/25","Crickets",1,"Yes",10,"Yes",8
3,"11/2/25","Crickets",1,"Yes",5,"Yes",20
3,"11/3/25","Crickets",1,"Yes",10,"Yes",25
3,"11/4/25","Crickets",1,"Yes",5,"Yes",8
3,"11/5/25","Crickets",1,"Yes",10,"Yes",5
3,"11/6/25","Crickets",1,"No",NA,"No",0
3,"11/7/25","Crickets",1,"No",NA,"No",0
3,"11/8/25","Crickets",1,"No",NA,"No",0
3,"11/9/25","Crickets",1,"Yes",10,"Yes",25
3,"11/10/25","Crickets",1,"Yes",5,"Yes",8
3,"11/11/25","Crickets",1,"Yes",10,"Yes",5
3,"11/12/25","Crickets",1,"No",NA,"No",0
3,"11/13/25","Crickets",1,"No",NA,"No",0
3,"11/14/25","Crickets",1,"No",NA,"No",0
3,"11/15/25","Crickets",1,"No",NA,"No",0
3,"11/16/25","Crickets",1,"No",NA,"No",0
3,"11/17/25","Crickets",1,"No",NA,"No",0
3,"11/18/25","Crickets",1,"Yes",10,"Yes",30
3,"11/19/25","Crickets",1,"Yes",5,"Yes",8
3,"11/20/25","Crickets",1,"No",NA,"No",0
3,"11/21/25","Crickets",1,"Yes",10,"Yes",5
3,"11/22/25","Crickets",1,"No",NA,"No",0
3,"11/23/25","Crickets",1,"No",NA,"No",0
3,"11/24/25","Humans",2,"No",NA,"No",0
3,"11/25/25","Humans",2,"No",NA,"No",0
3,"11/26/25","Humans",2,"Yes",100,"No",0
3,"11/27/25","Humans",2,"No",NA,"No",0
3,"11/28/25","Humans",2,"Yes",150,"No",0
3,"11/29/25","Humans",2,"No",NA,"No",0
3,"11/30/25","Humans",2,"Yes",100,"No",0
3,"12/1/25","Humans",2,"Yes",150,"No",0
3,"12/2/25","Humans",2,"No",NA,"No",0
3,"12/3/25","Humans",2,"Yes",100,"Yes",20
3,"12/4/25","Humans",2,"Yes",150,"No",0
3,"12/5/25","Humans",2,"No",NA,"No",0
3,"12/6/25","Humans",2,"No",NA,"No",0
3,"12/7/25","Humans",2,"No",NA,"No",0
3,"12/8/25","Humans",2,"No",NA,"No",0
3,"12/9/25","Humans",2,"No",NA,"No",0
3,"12/10/25","Humans",2,"No",NA,"No",0
3,"12/11/25","Humans",2,"No",NA,"No",0
3,"12/12/25","Humans",2,"Yes",200,"No ",0
3,"12/13/25","Humans",2,"No",NA,"No",0
3,"12/14/25","Humans",2,"Yes",100,"No ",0
3,"12/15/25","Humans",2,"No",NA,"No",0
3,"12/16/25","Humans",2,"No",NA,"No",0
3,"12/17/25","Humans",2,"No",NA,"No",0
3,"12/18/25","Humans",2,"No",NA,"No",0
3,"12/19/25","Humans",2,"No",NA,"No",0
3,"12/20/25","Humans",2,"No",NA,"No",0
3,"12/21/25","Humans",2,"No",NA,"No",0
3,"12/22/25","Humans",2,"No",NA,"No",0
4,"9/22/25","Humans",1,"No",NA,"No",0
4,"9/23/25","Humans",1,"No",NA,"No",0
4,"9/24/25","Humans",1,"No",NA,"No",0
4,"9/25/25","Humans",1,"No",NA,"No",0
4,"9/26/25","Humans",1,"No",NA,"No",0
4,"9/27/25","Humans",1,"No",NA,"No",0
4,"9/28/25","Humans",1,"No",NA,"No",0
4,"9/29/25","Humans",1,"No",NA,"No",0
4,"9/30/25","Humans",1,"No",NA,"No",0
4,"10/1/25","Humans",1,"No",NA,"No",0
4,"10/2/25","Humans",1,"No",NA,"No",0
4,"10/3/25","Humans",1,"No",NA,"No",0
4,"10/4/25","Humans",1,"Yes",200,"No",0
4,"10/5/25","Humans",1,"No",NA,"No",0
4,"10/6/25","Humans",1,"No",NA,"No",0
4,"10/7/25","Humans",1,"No",NA,"No",0
4,"10/8/25","Humans",1,"Yes",20,"Yes",50
4,"10/9/25","Humans",1,"No",NA,"No",0
4,"10/10/25","Humans",1,"No",NA,"No",0
4,"10/11/25","Humans",1,"No",NA,"No",0
4,"10/12/25","Humans",1,"No",NA,"No",0
4,"10/13/25","Humans",1,"No",NA,"No",0
4,"10/14/25","Humans",1,"No",NA,"No",0
4,"10/15/25","Humans",1,"Yes",20,"Yes",15
4,"10/16/25","Humans",1,"No",NA,"No",0
4,"10/17/25","Humans",1,"No",NA,"No",0
4,"10/18/25","Humans",1,"No",NA,"No",0
4,"10/19/25","Humans",1,"No",NA,"No",0
4,"10/20/25","Humans",1,"No",NA,"No",0
4,"10/30/25","Crickets",1,"No",NA,"No",0
4,"10/31/25","Crickets",1,"No",NA,"No",0
4,"11/1/25","Crickets",1,"Yes",4,"Yes",30
4,"11/2/25","Crickets",1,"Yes",5,"Yes",12
4,"11/3/25","Crickets",1,"Yes",5,"Yes",6
4,"11/4/25","Crickets",1,"Yes",15,"Yes",6
4,"11/5/25","Crickets",1,"Yes",10,"Yes",6
4,"11/6/25","Crickets",1,"No",NA,"No",0
4,"11/7/25","Crickets",1,"No",NA,"No",0
4,"11/8/25","Crickets",1,"No",NA,"No",0
4,"11/9/25","Crickets",1,"No",NA,"No",0
4,"11/10/25","Crickets",1,"Yes",5,"Yes",20
4,"11/11/25","Crickets",1,"Yes",5,"Yes",6
4,"11/12/25","Crickets",1,"Yes",5,"Yes",6
4,"11/13/25","Crickets",1,"No",NA,"No",0
4,"11/14/25","Crickets",1,"No",NA,"No",0
4,"11/15/25","Crickets",1,"Yes",5,"Yes",25
4,"11/16/25","Crickets",1,"No",NA,"No",0
4,"11/17/25","Crickets",1,"No",NA,"No",0
4,"11/18/25","Crickets",1,"Yes",5,"Yes",225
4,"11/19/25","Crickets",1,"Yes",5,"Yes",20
4,"11/20/25","Crickets",1,"No",NA,"No",0
4,"11/21/25","Crickets",1,"Yes",5,"Yes",25
4,"11/22/25","Crickets",1,"Yes",5,"Yes",25
4,"11/23/25","Crickets",1,"No",NA,"No",0
4,"11/24/25","Humans",2,"No",NA,"No",0
4,"11/25/25","Humans",2,"No",NA,"No",0
4,"11/26/25","Humans",2,"Yes",200,"No",0
4,"11/27/25","Humans",2,"No",NA,"No",0
4,"11/28/25","Humans",2,"No",NA,"No",0
4,"11/29/25","Humans",2,"No",NA,"No",0
4,"11/30/25","Humans",2,"No",NA,"No",0
4,"12/1/25","Humans",2,"Yes",100,"No",0
4,"12/2/25","Humans",2,"No",NA,"No",0
4,"12/3/25","Humans",2,"No",NA,"No",0
4,"12/4/25","Humans",2,"Yes",200,"No",0
4,"12/5/25","Humans",2,"No",NA,"No",0
4,"12/6/25","Humans",2,"No",NA,"No",0
4,"12/7/25","Humans",2,"No",NA,"No",0
4,"12/8/25","Humans",2,"No",NA,"No",0
4,"12/9/25","Humans",2,"Yes",80,"Yes",50
4,"12/10/25","Humans",2,"Yes",60,"Yes",100
4,"12/11/25","Humans",2,"No",NA,"No",0
4,"12/12/25","Humans",2,"Yes",200,"No ",0
4,"12/13/25","Humans",2,"No",NA,"No",0
4,"12/14/25","Humans",2,"Yes",200,"No ",0
4,"12/15/25","Humans",2,"No",NA,"No",0
4,"12/16/25","Humans",2,"No",NA,"No",0
4,"12/17/25","Humans",2,"No",NA,"No",0
4,"12/18/25","Humans",2,"No",NA,"No",0
4,"12/19/25","Humans",2,"No",NA,"No",0
4,"12/20/25","Humans",2,"No",NA,"No",0
4,"12/21/25","Humans",2,"Yes",200,"No ",0
4,"12/22/25","Humans",2,"No",NA,"No",0
4,"12/23/25","Humans",2,"No",NA,"No",0
4,"12/24/25","Humans",2,"No",NA,"No",0
4,"12/25/25","Humans",2,"No",NA,"No",0
4,"12/26/25","Humans",2,"No",NA,"No",0
4,"12/27/25","Humans",2,"No",NA,"No",0
4,"12/28/25","Crickets",2,"Yes",200,"No ",0
4,"12/29/25","Crickets",2,"Yes",50,"Yes",25
4,"12/30/25","Crickets",2,"Yes",50,"No",0
4,"12/31/25","Crickets",2,"Yes",100,"No",0
4,"1/1/26","Crickets",2,"Yes",50,"No",0
4,"1/2/26","Crickets",2,"No",NA,"No",0
4,"1/3/26","Crickets",2,"No",NA,"No",0
4,"1/4/26","Crickets",2,"Yes",50,"No",0
4,"1/5/26","Crickets",2,"Yes",100,"Yes",25
4,"1/6/26","Crickets",2,"No",NA,"No",0
4,"1/7/26","Crickets",2,"Yes",1,"Yes",50
4,"1/8/26","Crickets",2,"Yes",50,"No",0
4,"1/9/26","Crickets",2,"No",NA,"No",0
4,"1/10/26","Crickets",2,"Yes",1,"Yes",10
4,"1/11/26","Crickets",2,"Yes",50,"No",0
4,"1/12/26","Crickets",2,"No",NA,"No",0
4,"1/13/26","Crickets",2,"Yes",100,"No",0
4,"1/14/26","Crickets",2,"Yes",1,"Yes",15
4,"1/15/26","Crickets",2,"Yes",100,"No",0
4,"1/16/26","Crickets",2,"Yes",1,"No",0
4,"1/17/26","Crickets",2,"Yes",1,"No",10
4,"1/18/26","Crickets",2,"No",NA,"No",0
4,"1/19/26","Crickets",2,"Yes",100,"No",0
4,"1/20/26","Crickets",2,"No",NA,"No",0
4,"1/21/26","Crickets",2,"Yes",100,"No",0
4,"1/22/26","Crickets",2,"No",NA,"No",0
4,"1/23/26","Crickets",2,"No",NA,"No",0
4,"1/24/26","Crickets",2,"Yes",1,"Yes",5
4,"1/25/26","Crickets",2,"Yes",100,"No",0
6,"9/22/25","Humans",1,"No",NA,"No",0
6,"9/23/25","Humans",1,"No",NA,"No",0
6,"9/24/25","Humans",1,"Yes",5,"Yes",100
6,"9/25/25","Humans",1,"No",NA,"No",0
6,"9/26/25","Humans",1,"No",NA,"No",0
6,"9/27/25","Humans",1,"No",NA,"No",0
6,"9/28/25","Humans",1,"No",NA,"No",0
6,"9/29/25","Humans",1,"No",NA,"No",0
6,"9/30/25","Humans",1,"No",NA,"No",0
6,"10/1/25","Humans",1,"No",NA,"No",0
6,"10/2/25","Humans",1,"No",NA,"No",0
6,"10/3/25","Humans",1,"No",NA,"No",0
6,"10/4/25","Humans",1,"Yes",200,"No",0
6,"10/5/25","Humans",1,"No",NA,"No",0
6,"10/6/25","Humans",1,"No",NA,"No",0
6,"10/7/25","Humans",1,"No",NA,"No",0
6,"10/8/25","Humans",1,"No",NA,"No",0
6,"10/9/25","Humans",1,"No",NA,"No",0
6,"10/10/25","Humans",1,"No",NA,"No",0
6,"10/11/25","Humans",1,"No",NA,"No",0
6,"10/12/25","Humans",1,"No",NA,"No",0
6,"10/13/25","Humans",1,"No",NA,"No",0
6,"10/14/25","Humans",1,"No",NA,"No",0
6,"10/15/25","Humans",1,"No",NA,"No",0
6,"10/16/25","Humans",1,"No",NA,"No",0
6,"10/17/25","Humans",1,"No",NA,"No",0
6,"10/18/25","Humans",1,"No",NA,"No",0
6,"10/19/25","Humans",1,"No",NA,"No",0
6,"10/20/25","Humans",1,"No",NA,"No",0
6,"10/30/25","Crickets",1,"Yes",10,"No",0
6,"10/31/25","Crickets",1,"No",NA,"No",0
6,"11/1/25","Crickets",1,"Yes",20,"No",0
6,"11/2/25","Crickets",1,"Yes",3,"Yes",80
6,"11/3/25","Crickets",1,"Yes",5,"Yes",20
6,"11/4/25","Crickets",1,"No",NA,"No",0
6,"11/5/25","Crickets",1,"No",NA,"No",0
6,"11/6/25","Crickets",1,"No",NA,"No",0
6,"11/7/25","Crickets",1,"No",NA,"No",0
6,"11/8/25","Crickets",1,"No",NA,"No",0
6,"11/9/25","Crickets",1,"No",NA,"No",0
6,"11/10/25","Crickets",1,"Yes",20,"Yes",2
6,"11/11/25","Crickets",1,"Yes",5,"Yes",80
6,"11/12/25","Crickets",1,"Yes",20,"Yes",50
6,"11/13/25","Crickets",1,"No",NA,"No",0
6,"11/14/25","Crickets",1,"No",NA,"No",0
6,"11/15/25","Crickets",1,"Yes",20,"Yes",10
6,"11/16/25","Crickets",1,"Yes",20,"Yes",18
6,"11/17/25","Crickets",1,"No",NA,"No",0
6,"11/18/25","Crickets",1,"Yes",20,"Yes",5
6,"11/19/25","Crickets",1,"Yes",5,"Yes",45
6,"11/20/25","Crickets",1,"No",NA,"No",0
6,"11/21/25","Crickets",1,"Yes",20,"Yes",20
6,"11/22/25","Crickets",1,"Yes",20,"Yes",20
6,"11/23/25","Crickets",1,"Yes",20,"Yes",20
6,"11/24/25","Humans",2,"No",NA,"No",0
6,"11/25/25","Humans",2,"No",NA,"No",0
6,"11/26/25","Humans",2,"No",NA,"No",0
6,"11/27/25","Humans",2,"No",NA,"No",0
6,"11/28/25","Humans",2,"Yes",200,"No",0
6,"11/29/25","Humans",2,"No",NA,"No",0
6,"11/30/25","Humans",2,"Yes",300,"No",0
6,"12/1/25","Humans",2,"No",NA,"No",0
6,"12/2/25","Humans",2,"No",NA,"No",0
6,"12/3/25","Humans",2,"No",NA,"No",0
6,"12/4/25","Humans",2,"Yes",200,"No",0
6,"12/5/25","Humans",2,"No",NA,"No",0
6,"12/6/25","Humans",2,"Yes",300,"No",0
6,"12/7/25","Humans",2,"No",NA,"No",0
6,"12/8/25","Humans",2,"No",NA,"No",0
6,"12/9/25","Humans",2,"No",NA,"No",0
6,"12/10/25","Humans",2,"Yes",80,"No ",0
6,"12/11/25","Humans",2,"No",NA,"No",0
6,"12/12/25","Humans",2,"No",NA,"No",0
6,"12/13/25","Humans",2,"No",NA,"No",0
6,"12/14/25","Humans",2,"No",NA,"No",0
6,"12/15/25","Humans",2,"No",NA,"No",0
6,"12/16/25","Humans",2,"No",NA,"No",0
6,"12/17/25","Humans",2,"No",NA,"No",0
6,"12/18/25","Humans",2,"No",NA,"No",0
6,"12/19/25","Humans",2,"Yes",90,"No ",0
6,"12/20/25","Humans",2,"No",NA,"No",0
6,"12/21/25","Humans",2,"No",NA,"No",0
6,"12/22/25","Humans",2,"Yes",1,"No",0
6,"12/23/25","Crickets",2,"No",NA,"No",0
6,"12/24/25","Crickets",2,"No",NA,"No",0
6,"12/25/25","Crickets",2,"No",NA,"No",0
6,"12/26/25","Crickets",2,"No",NA,"No",0
6,"12/27/25","Crickets",2,"No",NA,"No",0
6,"12/28/25","Crickets",2,"Yes",1,"Yes",20
6,"12/29/25","Crickets",2,"No",NA,"No",NA
6,"12/30/25","Crickets",2,"No",NA,"No",NA
6,"12/31/25","Crickets",2,"No",NA,"No",NA
6,"1/1/26","Crickets",2,"No",NA,"No",NA
6,"1/2/26","Crickets",2,"No",NA,"No",NA
6,"1/3/26","Crickets",2,"Yes",1,"Yes",15
6,"1/4/26","Crickets",2,"Yes",1,"No",0
6,"1/5/26","Crickets",2,"No",NA,"No",NA
6,"1/6/26","Crickets",2,"No",NA,"No",NA
6,"1/7/26","Crickets",2,"No",NA,"No",NA
6,"1/8/26","Crickets",2,"No",NA,"No",NA
6,"1/9/26","Crickets",2,"No",NA,"No",NA
6,"1/10/26","Crickets",2,"No",NA,"No",0
6,"1/11/26","Crickets",2,"Yes",50,"No",0
6,"1/12/26","Crickets",2,"Yes",20,"No",0
6,"1/13/26","Crickets",2,"No",NA,"No",0
6,"1/14/26","Crickets",2,"Yes",1,"Yes",8
6,"1/15/26","Crickets",2,"Yes",1,"Yes",24
6,"1/16/26","Crickets",2,"Yes",1,"Yes",8
6,"1/17/26","Crickets",2,"Yes",40,"No",0
6,"1/18/26","Crickets",2,"No",NA,"No",0
6,"1/19/26","Crickets",2,"Yes",1,"Yes",16
6,"1/20/26","Crickets",2,"No",NA,"No",0
6,"1/21/26","Crickets",2,"Yes",1,"No",0
6,"1/22/26","Crickets",2,"Yes",1,"Yes",16
6,"1/23/26","Crickets",2,"Yes",1,"No",0
6,"1/24/26","Crickets",2,"Yes",80,"No",0
6,"1/25/26","Crickets",2,"Yes",100,"No",0
7,"9/22/25","Humans",1,"No",NA,"No",0
7,"9/23/25","Humans",1,"No",NA,"No",0
7,"9/24/25","Humans",1,"Yes",100,"No",0
7,"9/25/25","Humans",1,"No",NA,"No",0
7,"9/26/25","Humans",1,"No",NA,"No",0
7,"9/27/25","Humans",1,"No",NA,"No",0
7,"9/28/25","Humans",1,"No",NA,"No",0
7,"9/29/25","Humans",1,"No",NA,"No",0
7,"9/30/25","Humans",1,"No",NA,"No",0
7,"10/1/25","Humans",1,"Yes",100,"No",0
7,"10/2/25","Humans",1,"No",NA,"No",0
7,"10/3/25","Humans",1,"No",NA,"No",0
7,"10/4/25","Humans",1,"No",NA,"No",0
7,"10/5/25","Humans",1,"No",NA,"No",0
7,"10/6/25","Humans",1,"No",NA,"No",0
